disaster_family,tier,samples,first_reward,last_reward,first_window_mean,last_window_mean,best_reward,last_promoted_round,last_demoted_round
fire,easy,50,0.5453029984961006,2.102398091438539,0.7122517383306021,0.7115121558347709,2.1583960414492087,100,
fire,medium,36,-2.394738077199096,1.5381648223350979,-1.5749659345197078,0.834826754652766,3.1896441934807602,,99
